ChEMBL ID;Name;Synonyms;Type;Max Phase;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;Passes Ro3;QED Weighted;CX Acidic pKa;CX Basic pKa;CX LogP;CX LogD;Aromatic Rings;Structure Type;Inorganic Flag;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Species;Molecular Formula;Smiles;Inchi Key
CHEMBL1349;VALACYCLOVIR;VALACICLOVIR|VALACV|VALACYCLOVIR|VALTREX|Valacyclovir|ZELITREX;Small molecule;4;324.34;137;805;-0.80;151.14;9;3;0;7;N;0.44;11.99;7.48;-0.06;-0.40;2;MOL;0;23;10;5;0;3.241.546;NEUTRAL;C13H20N6O4;CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21;HDOVUKNUBWVHOX-QMMMGPOBSA-N
CHEMBL3544973;CEFTAROLINE FOSAMIL ACETATE;CEFTAROINE|CEFTAROLINE FOSAMIL|CEFTAROLINE FOSAMIL ACETATE|CEFTAROLINE FOSAMIL MONOACETATE|PPI-0903 MONOACETATE MONOHYDRATE|TAK-599 MONOACETATE MONOHYDRATE|TEFLARO;Small molecule;4;762.77;3;7;-0.11;223.24;14;4;2;11;N;0.07;1.76;0.35;-3.71;-6.83;3;MOL;0;43;16;4;2;6.840.103;ACID;C24H27N8O11PS4;CC(=O)O.CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1.O;KRWPPVCZNGQQHZ-IINIBMQSSA-N
CHEMBL672;FENOFIBRATE;ANTARA (MICRONIZED)|Antara|FENOFIBRATE|FENOFIBRATE (MICRONIZED)|FENOFIBRATE DELAYED RELEASE|FENOFIBRATE MICRONIZED|FENOGAL|FENOGLIDE|LIPANTIL|LIPANTIL MICRO 200|LIPANTIL MICRO 267|LIPANTIL MICRO 67|LIPIDIL|Lipofen|NSC-281319|SUPRALIP 160|TRICOR (MICRONIZED)|Tricor|Triglide;Small molecule;4;360.84;197;4390;4.68;52.60;4;0;0;6;N;0.55;None;None;5.28;5.28;2;MOL;0;25;4;0;0;3.601.128;NEUTRAL;C20H21ClO4;CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1;YMTINGFKWWXKFG-UHFFFAOYSA-N
CHEMBL1200423;METRIZOATE SODIUM;METRIZOATE SODIUM|METRIZOIC ACID|METRIZOIC ACID SODIUM SALT|NSC-107431|SODIUM METRIZOATE;Small molecule;4;649.92;;;3.14;86.71;3;2;1;3;N;0.50;2.16;None;2.76;-0.76;1;MOL;0;21;6;2;1;6.277.853;ACID;C12H10I3N2NaO4;CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Na+];UKIYDXCFKFLIMU-UHFFFAOYSA-M
CHEMBL92401;IPRONIAZID;IPRONIAZID|IPRONIAZIDE|Iproniazide|MARSILID;Small molecule;4;179.22;132;2264;0.72;54.02;3;2;0;3;Y;0.67;13.66;3.82;0.31;0.31;1;MOL;0;13;4;2;0;1.791.059;NEUTRAL;C9H13N3O;CC(C)NNC(=O)c1ccncc1;NYMGNSNKLVNMIA-UHFFFAOYSA-N
CHEMBL631;PROPAFENONE;GNF-Pf-4594|PROPAFENON HEXAL|PROPAFENONE|Propafenone|Rythmol;Small molecule;4;341.45;170;629;3.24;58.56;4;2;0;11;N;0.49;None;9.63;3.54;1.34;2;MOL;0;25;4;2;0;3.411.991;BASE;C21H27NO3;CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1;JWHAUXFOSRPERK-UHFFFAOYSA-N
CHEMBL1440;TETRACYCLINE;ACHROMYCIN V|Achromycin|Cyclopar|E701|ECONOMYCIN|Liquamycin|NSC-108579|PANMYCIN|SUPRAMYCIN|SUSTAMYCIN|TETRABID ORGANON|TETRACYCLINE|Tetracycline|Tetracyn|Vetquamycin;Small molecule;4;444.44;338;5129;-0.21;181.62;9;6;1;2;N;0.34;2.91;8.81;-3.47;-3.70;1;MOL;0;32;10;7;1;4.441.533;ZWITTERION;C22H24N2O8;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12;OFVLGDICTFRJMM-WESIUVDSSA-N
CHEMBL1201080;TRIMETHOPRIM HYDROCHLORIDE;PRIMSOL|TRIMETHOPRIM HCL|TRIMETHOPRIM HYDROCHLORIDE;Small molecule;4;326.78;;;1.26;105.51;7;2;0;5;N;0.85;None;7.16;1.28;1.10;2;MOL;0;21;7;4;0;2.901.379;NEUTRAL;C14H19ClN4O3;COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl;YLCCEQZHUHUYPA-UHFFFAOYSA-N
CHEMBL1200580;SULFOXONE SODIUM;ALDESULFONE SODIUM|ALDESULPHONE SODIUM|Diasone Sodium|NSC-27222|SULFOXONE SODIUM;Small molecule;4;448.45;;;1.70;132.80;6;4;0;8;N;0.49;1.70;None;1.27;-3.26;2;MOL;0;25;8;4;0;4.040.170;ACID;C14H14N2Na2O6S3;O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1.[Na+].[Na+];AZBNFLZFSZDPQF-UHFFFAOYSA-L
CHEMBL434;ISOPROTERENOL;A-21|ALEUDRIN|ALUDRINE|ASIPRENOL|ASMALAR|ASSIPRENOL|BELLASTHMAN|ISONORIN|ISOPRENALINE|ISOPROPYDRIN|ISOPROTERENOL|ISOPROTERENOL DL-FORM|ISORENIN|ISUPREN|Isoproterenol|NEO-EPININE|NEODRENAL|NOVODRIN|NSC-33791|NSC-9975|PROTERNOL|RESPIFRAL|SAVENTRINE|VAPO-N-ISO;Small molecule;4;211.26;193;1938;1.13;72.72;4;4;0;4;N;0.56;9.81;8.96;0.24;-0.99;1;MOL;0;15;4;4;0;2.111.208;BASE;C11H17NO3;CC(C)NCC(O)c1ccc(O)c(O)c1;JWZZKOKVBUJMES-UHFFFAOYSA-N
CHEMBL1909055;COBALTOUS CHLORIDE;COBALT CHLORIDE|COBALT CHLORIDE (COCL2)|COBALT DICHLORIDE (COCL2)|COBALTOUS DICHLORIDE|COBALTUM MURIATICUM|NSC-51149;Small molecule;4;129.84;106;480;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;1;None;None;None;None;1.288.709;None;Cl2Co;;
CHEMBL3989403;ZOMEPIRAC SODIUM;MCN-2783-21-98|NSC-757379|ZOMAXIN|ZOMEPIRAC SODIUM|ZOMEPIRAC SODIUM ANHYDROUS|ZOMEPIRAC SODIUM SALT DIHYDRATE|ZOPIRAC|Zomax;Small molecule;4;349.75;;;2.85;59.30;3;1;0;4;N;0.88;3.83;None;3.33;0.08;2;MOL;0;20;4;1;0;2.910.662;ACID;C15H17ClNNaO5;Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.O.O.[Na+];ZJXLSCXDGPDZOL-UHFFFAOYSA-M
CHEMBL1141;POTASSIUM IODIDE;IODINE (AS POTASSIUM IODIDE)|IODINE (AS POTASSIUM)|Iosat|JODETTEN DEPOT|KALI IODATUM|KALII IODIDUM|KALIUMJODID|NSC-77362|POT IODIDE AMMONIAT|POTASSIUM IODIDE|Thyro-Block|Thyrosafe|Thyroshield;Small molecule;4;166.00;9;11;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;1;None;None;None;None;1.658.682;None;IK;[I-].[K+];NLKNQRATVPKPDG-UHFFFAOYSA-M
CHEMBL535396;RIMANTADINE HYDROCHLORIDE;EXP 126|EXP-126|Flumadine|Meradan|NSC-206764|RIMANTADINE HCL|RIMANTADINE HYDROCHLORIDE|Roflual;Small molecule;4;215.77;21;61;2.55;26.02;1;1;0;1;Y;0.66;None;10.14;2.22;-0.35;0;MOL;0;13;1;2;0;1.791.674;BASE;C12H22ClN;CC(N)C12CC3CC(CC(C3)C1)C2.Cl;OZBDFBJXRJWNAV-UHFFFAOYSA-N
CHEMBL1201785;HEXAMINOLEVULINATE HYDROCHLORIDE;CYSVIEW|CYSVIEW KIT|HEXAMINOLEVULINATE HCL|HEXAMINOLEVULINATE HYDROCHLORIDE|HEXYL AMINOLEVULINATE HCL|Hexvix|P-1026|P-1206;Small molecule;4;251.75;2;4;1.42;69.39;4;1;0;9;N;0.47;None;7.83;1.37;0.80;0;MOL;0;15;4;2;0;2.151.521;NEUTRAL;C11H22ClNO3;CCCCCCOC(=O)CCC(=O)CN.Cl;LZYXPFZBAZTOCH-UHFFFAOYSA-N
CHEMBL1372;OXIGLUTATIONE;GLUTATHIONE DISULFIDE|OXIGLUTATIONE|Oxiglutatione;Small molecule;4;612.64;118;293;-3.88;317.64;12;10;3;21;N;0.04;1.44;9.61;-10.11;-16.60;0;MOL;0;40;18;12;3;6.121.520;ZWITTERION;C20H32N6O12S2;N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O;YPZRWBKMTBYPTK-BJDJZHNGSA-N
CHEMBL1201064;FLUOROMETHOLONE ACETATE;FLUOROMETHOLONE 17-ACETATE|FLUOROMETHOLONE ACETATE|Flarex|NSC-47438|U-17,323|U-17323;Small molecule;4;418.51;56;58;3.49;80.67;5;1;0;2;N;0.69;13.64;None;2.86;2.86;0;MOL;0;30;5;1;0;4.182.156;NEUTRAL;C24H31FO5;CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C;YRFXGQHBPBMFHW-SBTZIJSASA-N
CHEMBL682;AMODIAQUINE;AMODIAQUIN|AMODIAQUINE|AMODIAQUINUM|Amodiaquine|GNF-Pf-5648|NSC-13453|SJ000110703|SUNOQUINE;Small molecule;4;355.87;38;134;5.18;48.39;4;2;1;6;N;0.60;9.10;10.17;3.80;2.32;3;MOL;0;25;4;2;1;3.551.451;BASE;C20H22ClN3O;CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O;OVCDSSHSILBFBN-UHFFFAOYSA-N
CHEMBL556578;MORPHINE HYDROCHLORIDE;(-)-MORPHINE HYDROCHLORIDE|EPIMORE|MORPH HCL|MORPHINE CHLORHYDRATE|MORPHINE HCL|MORPHINE HYDROCHLORIDE|MORPHINE HYDROCHLORIDE HYDRATE|MORPHINE HYDROCHLORIDE TRIHYDRATE|MORPHINI HYDROCHLORIDUM|MORPHINUM MURIATICUM|Morphine Hydro Chloride|THEBAMETTEN|VENDAL;Small molecule;4;321.80;17;99;1.20;52.93;4;2;0;0;N;0.70;10.26;9.12;0.90;-0.60;1;MOL;0;21;4;2;0;2.851.365;BASE;C17H20ClNO3;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl;XCKKIKBIPZJUET-VYKNHSEDSA-N
CHEMBL2103877;EFINACONAZOLE;CLENAFIN|EFINACONAZOLE|IDP-108|JUBLIA|KP-103;Small molecule;4;348.40;2;4;2.48;54.18;5;1;0;5;N;0.84;12.69;7.44;2.24;1.92;2;MOL;0;25;5;1;0;3.481.762;NEUTRAL;C18H22F2N4O;C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1;NFEZZTICAUWDHU-RDTXWAMCSA-N
CHEMBL305906;CETYLPYRIDINIUM;CETYLPYRIDINIUM;Small molecule;4;304.54;8;13;6.46;3.88;0;0;1;15;N;0.26;None;None;3.47;3.47;1;MOL;0;22;1;0;1;3.042.999;NEUTRAL;C21H38N+;CCCCCCCCCCCCCCCC[n+]1ccccc1;NEUSVAOJNUQRTM-UHFFFAOYSA-N
CHEMBL149972;PHENOBARBITAL SODIUM;GARDENAL SOD|GARDENAL SODIUM|Luminal Sodium|PHENOBARBITAL SOD|PHENOBARBITAL SODIUM|PHENOBARBITAL SODIUM SALT|PHENOBARBITALUM NATRICUM|Phenobarbital sodium|SODIUM PHENOBARBITAL|Sodium Phenobarbital;Small molecule;4;254.22;3;27;0.70;75.27;3;2;0;2;N;0.74;7.14;None;1.41;0.96;1;MOL;0;17;5;2;0;2.320.848;NEUTRAL;C12H11N2NaO3;CCC1(c2ccccc2)C(=O)[N-]C(=O)NC1=O.[Na+];WRLGYAWRGXKSKG-UHFFFAOYSA-M
CHEMBL1201;THIOTHIXENE;(Z)-THIOTHIXENE|CIS-THIOTHIXENE|CP-12252-1|NSC-108165|Navane|ORBINAMON|P-4657 B|P-4657B|THIOTHIXENE|THIOTHIXENE CIS-ISOMER|TIOTIXENE;Small molecule;4;443.64;44;121;3.47;43.86;5;0;0;5;N;0.60;None;8.16;3.36;2.54;2;MOL;0;30;5;0;0;4.431.701;NEUTRAL;C23H29N3O2S2;CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1;GFBKORZTTCHDGY-UWVJOHFNSA-N
CHEMBL1574;PHENTERMINE;DUROMINE|Ionamin|NSC-759163|PHENTERMINE|PHENTERMINE RESIN|PHENTERMINE RESIN 30|PHENTERMINE RESIN COMPLEX|Phentermine|QSIVA;Small molecule;4;149.24;31;52;1.97;26.02;1;1;0;2;Y;0.68;None;10.25;2.08;-0.55;1;MOL;0;11;1;2;0;1.491.204;BASE;C10H15N;CC(C)(N)Cc1ccccc1;DHHVAGZRUROJKS-UHFFFAOYSA-N
CHEMBL1382627;SULFADIAZINE, SILVER;ALTREET-AG|DERMAZIN|FLAMAZINE|FLAMMACERIUM|SILDAFLO|SILVAZINE|SILVER SULFADIAZINE|SILVER SULPHADIAZINE|SSD AF|SULFADIAZINE SILVER|SULFADIAZINE SILVER SALT|SULFADIAZINE, SILVER|SULFADIAZINUM ARGENTUM|Silvadene|Silver sulfadiazine|THERMAZENE;Small molecule;4;357.14;87;119;0.86;97.97;5;2;0;3;N;0.79;6.99;2.01;0.39;-0.05;2;MOL;0;17;6;3;0;2.500.524;NEUTRAL;C10H9AgN4O2S;Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+];UEJSSZHHYBHCEL-UHFFFAOYSA-N
CHEMBL691;ETHINYL ESTRADIOL;17-ETHINYLESTRADIOL|17ALPHA-ETHINYLESTRADIOL|ETHINYL ESTRADIOL|ETHINYLESTRADIOL|ETHINYLESTRADIOLUM|ETHINYLOESTRADIOL|Enovid|Enovid-E|Estinyl|Ethinyl Estradiol|Ethynylestradiol|Etinestryl|Feminone|Follicoral|Ginestrene|Lynoral|NSC-10973|Norinyl|Ovulen|Ovulen-21|Ovulen-28;Small molecule;4;296.41;235;2697;3.61;40.46;2;2;0;0;N;0.72;10.33;None;3.90;3.90;1;MOL;0;22;2;2;0;2.961.776;NEUTRAL;C20H24O2;C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C;BFPYWIDHMRZLRN-SLHNCBLASA-N
CHEMBL776;METAPROTERENOL;Metaproterenol|ORCIPRENALINE;Small molecule;4;211.26;30;63;1.13;72.72;4;4;0;4;N;0.60;8.84;9.70;0.21;-0.94;1;MOL;0;15;4;4;0;2.111.208;BASE;C11H17NO3;CC(C)NCC(O)c1cc(O)cc(O)c1;LMOINURANNBYCM-UHFFFAOYSA-N
CHEMBL2105749;SAMIDORPHAN L-MALATE;RDC-0313-02|SAMIDORPHAN L-MALATE;Small molecule;4;504.54;;;1.25;103.86;5;3;0;3;N;0.74;7.88;8.94;0.46;0.12;1;MOL;0;27;6;4;0;3.701.893;BASE;C25H32N2O9;NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O;RARHXUAUPNYAJF-QSYGGRRVSA-N
CHEMBL426084;SAMIDORPHAN;ALKS 33|ALKS-33|ALKS-5461 COMPONENT SAMIDORPHAN|RDC-0313|RDC-0313-00|SAMIDORPHAN|Samidorphan;Small molecule;4;370.45;3;3;1.25;103.86;5;3;0;3;N;0.74;7.88;8.94;0.46;0.12;1;MOL;0;27;6;4;0;3.701.893;BASE;C21H26N2O4;NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3;RYIDHLJADOKWFM-MAODMQOUSA-N
CHEMBL1201782;FOSAPREPITANT DIMEGLUMINE;EMEND|FOSAPREPITANT (AS DIMEGLUMINE)|FOSAPREPITANT DIMEGLUMINE|FOSAPREPITANT MEGLUMINE|MK-0517;Small molecule;4;1004.84;2;4;4.37;129.91;7;3;1;7;N;0.26;0.36;3.90;2.71;-0.48;3;MOL;0;41;10;3;1;6.141.165;ACID;C37H56F7N6O16P;CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;VRQHBYGYXDWZDL-OOZCZQCLSA-N
CHEMBL558;MEXILETINE;(RS)-MEXILETINE|DL-MEXILETINE|MEXILETINE|Mexiletine;Small molecule;4;179.26;163;2116;2.03;35.25;2;1;0;3;Y;0.77;None;9.52;2.46;0.39;1;MOL;0;13;2;2;0;1.791.310;BASE;C11H17NO;Cc1cccc(C)c1OCC(C)N;VLPIATFUUWWMKC-UHFFFAOYSA-N
CHEMBL1201150;SUMATRIPTAN SUCCINATE;ALSUMA|GR 43175C|GR-43175C|IMIGRAN|IMIGRAN 50|IMIGRAN RADIS|IMIGRAN RECOVERY|IMIGRAN SUBJECT|IMITREX STATDOSE|Imitrex|MIGRAITAN|MIGRALEVE ULTRA|NSC-760362|ONZETRA XSAIL|SUMATRIPTAN (AS SUCCINATE)|SUMATRIPTAN GALPHARM|SUMATRIPTAN SUCCINATE|SUMAVEL DOSEPRO|TREXIMET|ZECUITY|ZEMBRACE SYMTOUCH;Small molecule;4;413.50;11;15;1.32;65.20;3;2;0;6;N;0.84;11.24;9.54;0.74;-1.24;2;MOL;0;20;5;2;0;2.951.354;BASE;C18H27N3O6S;CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O;PORMUFZNYQJOEI-UHFFFAOYSA-N
CHEMBL1201308;IOFETAMINE;Iofetamine;Small molecule;4;303.19;5;7;3.22;12.03;1;1;0;4;N;0.84;None;10.35;3.94;1.17;1;MOL;0;14;1;1;0;3.030.484;BASE;C12H18IN;CC(C)NC(C)Cc1ccc(I)cc1;ISEHJSHTIVKELA-UHFFFAOYSA-N
CHEMBL2105745;GLYCEROL PHENYLBUTYRATE;GLYCEROL PHENYLBUTYRATE|HPN-100|HPN100|RAVICTI;Small molecule;4;530.66;;;6.05;78.90;6;0;2;17;N;0.16;None;None;7.65;7.65;3;MOL;0;39;6;0;2;5.302.668;None;C33H38O6;O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1;ZSDBFLMJVAGKOU-UHFFFAOYSA-N
CHEMBL55;PENTAMIDINE;GNF-Pf-3680|MB 800 FREE BASE|MB 800 [AS ISETHIONATE]|MB-800|MB-800 (AS ISETHIONATE)|MB-800 FREE BASE|MP-601205|NSC-9921|Nebupent [as isethionate]|PENTACARINAT|PENTAM 300|PENTAMIDINE|PENTAMIDINE ISETIONATE|Pentacarinat [as isethionate]|Pentam 300 [as isethionate]|Pentamidine|RP 2512 FREE BASE|RP 2512 [AS ISETHIONATE)|RP-2512|RP-2512 FREE BASE;Small molecule;4;340.43;288;2150;2.88;118.20;4;4;0;10;N;0.30;None;12.13;2.32;-2.50;2;MOL;0;25;6;6;1;3.401.899;BASE;C19H24N4O2;N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1;XDRYMKDFEDOLFX-UHFFFAOYSA-N
CHEMBL1201536;NICOTINE POLACRILEX;COMMIT|NICORETTE (MINT)|NICOTINE POLACRILEX|Nicorette|Nicotine polacrilex|THRIVE;Small molecule;4;;;;;;;;;;;;;;;;;NONE;0;;;;;;;;;
CHEMBL1256958;EPINEPHRINE BITARTRATE;(-)-Epinephrine Bitartrate|ADRENALIN TARTRATE|ADRENALINE (AS TARTRATE)|ADRENALINE ACID TARTRATE|ADRENALINE BITARTATE|ADRENALINE BITARTRATE|BRONITIN MIST|Bronitin|EPINEPHRINE BITARTRATE|EPINEPHRINE D-BITARTRATE|EPINEPHRINE HYDROGEN TARTRATE|EPINEPHRINE TARTRATE|EPINEPHRINI HYDROGENOTARTRAS|L-EPINEPHRINE HYDROGEN TARTRATE|Medihaler-epi|NSC-756755;Small molecule;4;333.29;46;82;0.35;72.72;4;4;0;3;N;0.51;9.69;8.91;-0.43;-1.63;1;MOL;0;13;4;4;0;1.830.895;BASE;C13H19NO9;CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O;YLXIPWWIOISBDD-FVGYRXGTSA-N
CHEMBL1614637;PHENETHICILLIN;.ALPHA.-PHENOXYETHYLPENICILLIN|ALFACILIN|FENETICILLIN|NSC-117548|PHENETICILLIN|SYNTHEPEN;Small molecule;4;364.42;8;12;1.09;95.94;5;2;0;5;N;0.76;3.47;None;1.33;-2.05;1;MOL;0;25;7;2;0;3.641.093;ACID;C17H20N2O5S;CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12;NONJJLVGHLVQQM-JHXYUMNGSA-N
CHEMBL317094;IMIDAPRIL;HIPERTENE|IMIDAPRIL|IMIDAPRIL HCL|IMIDAPRIL HYDROCHLORIDE|IMIDAPRIL MONOHYDROCHLORIDE|TA 6366|TA-6366|TANATRIL;Small molecule;4;405.45;6;32;0.88;116.25;6;2;0;9;N;0.59;3.49;5.22;-0.23;-1.81;1;MOL;0;29;9;2;0;4.051.900;ACID;C20H27N3O6;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O;KLZWOWYOHUKJIG-BPUTZDHNSA-N
CHEMBL1716;CYPROHEPTADINE HYDROCHLORIDE;CYPROHEPTADINE HCL|CYPROHEPTADINE HYDROCHLORIDE|CYPROHEPTADINE HYDROCHLORIDE HYDRATE|CYPROHEPTADINE HYDROCHLORIDE SESQUIHYDRATE|Cyproheptadine Hydrochloride|Cyproheptadine hydrocloride|NSC-169911|NSC-759282|PERIACTINE|PERITOL|Periactin;Small molecule;4;323.87;29;68;4.70;3.24;1;0;0;0;N;0.58;None;8.05;4.38;3.65;2;MOL;0;22;1;0;0;2.871.674;NEUTRAL;C21H22ClN;CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl;ZPMVNZLARAEGHB-UHFFFAOYSA-N
CHEMBL1697737;CLOTIAZEPAM;CLOTIAZEPAM|CLOZAN;Small molecule;4;318.83;4;26;3.78;32.67;3;0;0;2;N;0.83;None;2.39;4.11;4.11;2;MOL;0;21;3;0;0;3.180.594;NEUTRAL;C16H15ClN2OS;CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl;CHBRHODLKOZEPZ-UHFFFAOYSA-N
CHEMBL1194325;ACLIDINIUM;ACLIDINIUM|ACLIDINIUM CATION|ACLIDINIUM ION;Small molecule;4;484.66;6;10;4.67;55.76;6;1;0;9;N;0.27;10.35;None;0.45;0.46;3;MOL;0;33;5;1;0;4.841.611;NEUTRAL;C26H30NO4S2+;O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1;ASMXXROZKSBQIH-VITNCHFBSA-N
CHEMBL1650619;PYRITHIONE;NSC-179790|OMADINE;Small molecule;4;127.17;11;14;1.45;25.16;3;1;0;0;Y;0.42;8.24;None;0.90;0.85;1;MOL;0;8;2;1;0;1.270.092;NEUTRAL;C5H5NOS;On1ccccc1=S;YBBJKCMMCRQZMA-UHFFFAOYSA-N
CHEMBL2110816;BUTRIPTYLINE;BUTRIPTYLINE|EVADENE|EVADYNE;Small molecule;4;293.45;2;19;4.50;3.24;1;0;0;4;N;0.80;None;10.01;5.44;2.89;2;MOL;0;22;1;0;0;2.932.143;BASE;C21H27N;CC(CC1c2ccccc2CCc2ccccc21)CN(C)C;ALELTFCQZDXAMQ-UHFFFAOYSA-N
CHEMBL535;SUNITINIB;NSC-736511|NSC-750690|SU-011248|SU-11248|SU011248|SUNITINIB|SUTENT|Sutent;Small molecule;4;398.48;1193;3730;3.33;77.23;3;3;0;7;N;0.63;11.46;9.04;2.93;1.28;2;MOL;0;29;6;3;0;3.982.118;BASE;C22H27FN4O2;CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C;WINHZLLDWRZWRT-ATVHPVEESA-N
CHEMBL1644695;SODIUM IODIDE;FDY-5301|IODIDE (AS SODIUM IODIDE)|NSC-77388|SODIUM IODIDE;Small molecule;4;149.89;7;66;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;1;None;None;None;None;1.498.942;None;INa;[I-].[Na+];FVAUCKIRQBBSSJ-UHFFFAOYSA-M
CHEMBL1200377;AMPHETAMINE ASPARTATE;AMFETAMINE ASPARTATE|AMPHETAMINE ASPARTATE;Small molecule;4;268.31;;;1.58;26.02;1;1;0;2;Y;0.65;None;10.01;1.80;-0.67;1;MOL;0;10;1;2;0;1.351.048;BASE;C13H20N2O4;CC(N)Cc1ccccc1.NC(CC(=O)O)C(=O)O;DYOBNLAYPQSBLB-UHFFFAOYSA-N
CHEMBL1201284;CINACALCET;AMG 073|AMG-073|AMG073|CINACALCET|KRN-1493|KRN1493|Sensipar;Small molecule;4;357.42;20;50;6.14;12.03;1;1;1;6;N;0.52;None;10.01;6.27;3.75;3;MOL;0;26;1;1;1;3.571.704;BASE;C22H22F3N;C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12;VDHAWDNDOKGFTD-MRXNPFEDSA-N
CHEMBL1200387;AMPHETAMINE ADIPATE;AMPHETAMINE ADIPATE|Amphetamine adipate;Small molecule;4;281.35;;;1.58;26.02;1;1;0;2;Y;0.65;None;10.01;1.80;-0.67;1;MOL;0;10;1;2;0;1.351.048;BASE;C15H23NO4;CC(N)Cc1ccccc1.O=C(O)CCCCC(=O)O;OFCJKOOVFDGTLY-UHFFFAOYSA-N
CHEMBL1654;RISEDRONATE SODIUM;ATELVIA|Actonel|NE-58095|NE-58095 ANHYDROUS|NSC-722598|NSC-759280|RISEDRONATE MONOSODIUM|RISEDRONATE SODIUM|RISEDRONATE SODIUM ANHYDROUS|RISEDRONIC ACID MONOSODIUM SALT;Small molecule;4;305.10;4;8;-0.37;148.18;4;5;0;4;N;0.47;0.68;4.91;-3.32;-6.73;1;MOL;0;17;8;5;0;2.830.011;ACID;C7H10NNaO7P2;O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+];DRFDPXKCEWYIAW-UHFFFAOYSA-M
